PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA4910012,"SONOMA, CITY OF",Region 9,California,Community water system,"11,923",SONOMA,Sonoma,19,7,10
CA3901470,DELRIO MARKET & DELI,Region 9,California,Transient non-community system,25,,San Joaquin,2,1,7
CA3900661,MAPACHE TRAILER PARK,Region 9,California,Community water system,275,,San Joaquin,2,13,78
CA3900964,SAHARA MOBILE COURT,Region 9,California,Community water system,300,,San Joaquin,2,11,46
CA3901120,WIENERSCHNITZEL,Region 9,California,Transient non-community system,400,,San Joaquin,3,0,46
CA3900568,CARIBOU MOBILE PARK PWS,Region 9,California,Community water system,180,,San Joaquin,3,7,43
CA3901182,FINLEYS,Region 9,California,Transient non-community system,25,,San Joaquin,3,35,26
CA3901425,MORADA PRODUCE,Region 9,California,Non-Transient non-community system,25,,San Joaquin,3,1,26
CA3900596,VILLA CEREZOS,Region 9,California,Community water system,200,,San Joaquin,3,15,49
CA3901466,PARK GREEN HOUSES WATER SYSTEM,Region 9,California,Non-Transient non-community system,25,,San Joaquin,2,4,12
CA3901438,WOODBRIDGE PIZZA WATER SYSTEM,Region 9,California,Transient non-community system,25,,San Joaquin,2,2,17
CA3901450,GICO VALLEY FARMS,Region 9,California,Transient non-community system,25,,San Joaquin,3,3,27
CA3902189,GICO MANAGEMENT,Region 9,California,Non-Transient non-community system,60,,San Joaquin,3,6,3
CA3900585,RODEWAY INN,Region 9,California,Transient non-community system,600,,San Joaquin,3,4,19
CA3901382,O-G PACKING CO,Region 9,California,Non-Transient non-community system,25,,San Joaquin,5,24,100
CA1502799,BEAR MOUNTAIN TRUCK STOP,Region 9,California,Transient non-community system,100,,Kern,2,8,5
CA4500245,PG&E - PSEA CAMP PIT,Region 9,California,Transient non-community system,108,,Shasta,7,5,11
CA3200301,PSEA CAMP ALMANOR,Region 9,California,Transient non-community system,40,,Plumas,3,1,7
CA4901407,SANTA ROSA LIQUOR AND DELI,Region 9,California,Transient non-community system,50,,Sonoma,3,1,2
CA0500098,CALAVERAS COUNTY AIRPORT,Region 9,California,Transient non-community system,25,,Calaveras,5,14,8
CA1600605,BAKER COMMODITIES INC.,Region 9,California,Non-Transient non-community system,47,,Kings,6,50,12
CA4810035,RUSH RANCH OPEN SPACE,Region 9,California,Transient non-community system,656,,Solano,3,0,2
CA0500050,SALT SPRINGS VALLEY RES. & CAMPGRND,Region 9,California,Transient non-community system,60,,Calaveras,3,14,10
CA1502691,WILDLAND TRAINING CENTER,Region 9,California,Non-Transient non-community system,130,,Kern,2,5,6
CA2800051,CHAPPELLET WINERY,Region 9,California,Transient non-community system,49,,Napa,2,3,3
CA3700959,WARNER SPRINGS RANCH RESORT LLC,Region 9,California,Non-Transient non-community system,40,,San Diego,14,14,10
CA1910013,BELLFLOWER - SOMERSET MWC,Region 9,California,Community water system,"46,300",,Los Angeles,42,1,23
CA1000249,COVE ISLAND RESORT,Region 9,California,Transient non-community system,40,,Fresno,2,14,6
CA0900102,GOLD BEACH PARK,Region 9,California,Community water system,100,,El Dorado,8,12,5
CA3200018,SIERRA BIBLE CAMP,Region 9,California,Transient non-community system,200,,Plumas,6,5,5
CA0300089,JEFF RUNQUIST WINERY,Region 9,California,Transient non-community system,80,,Amador,3,0,4
CA0409181,BLUE OAK TERRACE MUTUAL,Region 9,California,Community water system,50,,Butte,2,3,3
CA0300025,HAM'S STATION,Region 9,California,Transient non-community system,25,,Amador,2,8,10
CA0710800,DWR DELTA FIELD DIVISION - BANKS PP,Region 9,California,Non-Transient non-community system,180,,Contra Costa,3,2,12
CA2801037,SEQUOIA GROVE VINEYARDS,Region 9,California,Non-Transient non-community system,25,,Napa,4,2,16
CA2800052,ITALICS WINERY,Region 9,California,Transient non-community system,25,,Napa,3,4,3
CA1503232,SOUTH KERN INDUSTRIAL CENTER,Region 9,California,Non-Transient non-community system,45,,Kern,3,1,4
CA5800920,WILLOW CREEK CAMPGROUND,Region 9,California,Transient non-community system,50,,Yuba,2,1,3
CA4400902,GIZDICH HOME RANCH,Region 9,California,Transient non-community system,200,,Santa Cruz,5,2,1
CA1600607,HANFORD FIRST BAPTIST CHURCH,Region 9,California,Transient non-community system,350,,Kings,3,0,4
CA4400903,ELEVATE ADDICTION SERVICES,Region 9,California,Transient non-community system,80,,Santa Cruz,6,2,1
CA0300028,AMADOR HARVEST INN,Region 9,California,Transient non-community system,83,,Amador,4,6,7
CA0300095,AMADOR FLOWER FARM,Region 9,California,Transient non-community system,25,,Amador,2,0,1
CA0300036,BEAR RIVER LAKE RESORT,Region 9,California,Transient non-community system,568,,Amador,2,11,14
CA0300065,BEAR RIVER SUMMER HOME TRACT,Region 9,California,Transient non-community system,45,,Amador,2,1,9
CA0300074,SO. SILVER LAKE HOMEOWNERS,Region 9,California,Transient non-community system,24,,Amador,5,8,11
CA0300077,"CHARLES SPINETTA WINERY, LLC",Region 9,California,Transient non-community system,25,,Amador,7,1,9
CA0300010,DRYTOWN COUNTY WATER DISTRICT,Region 9,California,Transient non-community system,214,,Amador,1,10,20
CA0300524,"MP ASSOCIATES, INC.",Region 9,California,Non-Transient non-community system,204,,Amador,5,0,9
CA3010100,CITY OF LA PALMA,Region 9,California,Community water system,"15,948",LA PALMA,Orange,14,2,14
CA4910021,BODEGA BAY PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,"1,068",,Sonoma,16,4,9
CA2800037,KATHRYN HALL WINERY,Region 9,California,Transient non-community system,25,,Napa,3,12,8
CA3705056,JESS MARTIN COUNTY PARK,Region 9,California,Transient non-community system,150,,San Diego,4,2,6
CA3705058,SYCAMORE CANYON / GOODAN RANCH,Region 9,California,Transient non-community system,50,,San Diego,3,2,4
CA3705065,OAKOASIS OPEN SPACE PRESERVE,Region 9,California,Transient non-community system,25,,San Diego,3,3,3
CA3705072,SANTA MARGARITA COUNTY PRESERVE,Region 9,California,Transient non-community system,75,,San Diego,2,1,2
CA3705068,ROUGH ACRES FOUNDATION,Region 9,California,Non-Transient non-community system,100,,San Diego,6,0,6
CA3705070,WYNOLA FARMS WATER DISTRICT,Region 9,California,Transient non-community system,100,,San Diego,3,4,3
CA5000487,J & J FARM FRESH PRODUCE & BAKERY,Region 9,California,Transient non-community system,25,,Stanislaus,3,2,16
CA5000060,CASA DE AMIGOS MOBILE HOME PARK,Region 9,California,Community water system,220,,Stanislaus,3,9,18
CA1503543,SUMMIT INDUSTRIAL PARK WATER SYSTEM,Region 9,California,Non-Transient non-community system,25,,Kern,2,3,3
CA5000577,WESTLEY PROPERTY LLC,Region 9,California,Transient non-community system,25,,Stanislaus,2,2,3
CA4901400,TRATTORE WINERY,Region 9,California,Transient non-community system,45,,Sonoma,3,1,0
CA1510002,BORON CSD,Region 9,California,Community water system,"2,253",,Kern,6,57,7
CA4901147,"TRADITIONAL MEDICINALS, INC.",Region 9,California,Non-Transient non-community system,120,,Sonoma,3,7,2
CA3600376,BIG BEND RESORT,Region 9,California,Transient non-community system,655,,San Bernardino,3,30,19
CA3600370,WINDMILL RESORT,Region 9,California,Transient non-community system,530,,San Bernardino,3,26,19
CA5610500,CHANNEL ISLANDS NATIONAL PARK,Region 9,California,Transient non-community system,30,,Ventura,8,6,5
CA1510001,ARVIN COMMUNITY SERVICES DIST,Region 9,California,Community water system,"21,851",,Kern,33,131,21
CA3600022,BAKER COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,"1,000",,San Bernardino,7,5,34
CA1000560,CENTRAL CA ALMOND GROWERS ASSN,Region 9,California,Transient non-community system,40,,Fresno,3,13,5
CA3900974,STAR MOTEL,Region 9,California,Transient non-community system,25,,San Joaquin,2,1,23
CA3900709,EL RANCHO MOTEL,Region 9,California,Transient non-community system,76,,San Joaquin,2,3,45
CA3900592,TOWN & COUNTRY INN,Region 9,California,Transient non-community system,55,,San Joaquin,3,4,50
CA3901006,ARP MINIMART CORP WS,Region 9,California,Transient non-community system,125,,San Joaquin,2,8,49
CA3900578,ST FRANCIS MOTEL,Region 9,California,Transient non-community system,40,,San Joaquin,2,1,32
CA3901428,IDLE WILD MARKET,Region 9,California,Transient non-community system,25,,San Joaquin,3,1,22
CA3901176,PHILLIPS FARMS,Region 9,California,Non-Transient non-community system,330,,San Joaquin,5,28,53
CA3901323,COZAD WATER SYSTEM,Region 9,California,Non-Transient non-community system,29,,San Joaquin,3,4,29
CA3901445,PODESTA PACKING WATER SYSTEM,Region 9,California,Transient non-community system,25,,San Joaquin,2,1,12
CA3900559,WINE COUNTRY APARTMENTS,Region 9,California,Community water system,40,,San Joaquin,3,12,17
CA4300929,MURIEL WRIGHT RESIDENTIAL CENTER,Region 9,California,Transient non-community system,46,,Santa Clara,3,3,6
CA5400921,CEDAR SLOPE MWC,Region 9,California,Transient non-community system,29,,Tulare,3,26,4
CA3902187,WEST 11TH STREET CHEVRON WATER SYSTEM,Region 9,California,Transient non-community system,25,,San Joaquin,2,0,2
CA3900593,UNION POINT MARINA BAR & GRILL INC,Region 9,California,Transient non-community system,25,,San Joaquin,3,9,28
CA3901482,OASIS MARKET & PRODUCE,Region 9,California,Transient non-community system,25,,San Joaquin,2,5,21
CA3901318,S M S BRINERS INC,Region 9,California,Non-Transient non-community system,30,,San Joaquin,10,6,56
CA3901041,LODI AIRPORT CAFE,Region 9,California,Transient non-community system,50,,San Joaquin,5,7,33
CA3901354,LARSEN RANCH 39-40/WATER SYSTEM,Region 9,California,Non-Transient non-community system,30,,San Joaquin,3,22,69
CA3901124,DENNY BOYS WATER SYSTEM,Region 9,California,Transient non-community system,300,,San Joaquin,2,8,25
CA0900300,KYBURZ MUTUAL WATER COMPANY,Region 9,California,Community water system,150,,El Dorado,5,32,5
CA0900116,MOTHER LODE WATER SYSTEM,Region 9,California,Transient non-community system,63,,El Dorado,5,0,2
CA0901260,CODY WATER ASSOCIATION,Region 9,California,Transient non-community system,181,,El Dorado,3,3,6
CA2400341,PACIFIC UNION PACKING,Region 9,California,Transient non-community system,25,,Merced,4,0,4
CA3601105,HI SAHARA OASIS,Region 9,California,Transient non-community system,500,,San Bernardino,2,2,28
CA3901344,ESCALON LIVESTOCK MKT,Region 9,California,Transient non-community system,100,,San Joaquin,3,5,34
CA2702537,PREMIUM PACKING INC WS,Region 9,California,Transient non-community system,25,,Monterey,2,5,7
CA3900653,ISLANDER MARINA,Region 9,California,Community water system,150,,San Joaquin,4,13,21
CA3901457,CLEMENTS RIDGE PRODUCE,Region 9,California,Transient non-community system,25,,San Joaquin,2,1,9
CA3900732,V & P TRAILER COURT WATER SYSTEM,Region 9,California,Community water system,35,,San Joaquin,2,23,67
CA3901011,COUNTRY MARKET,Region 9,California,Transient non-community system,25,,San Joaquin,2,1,22
CA3901487,RIVER ROAD PRODUCE WATER SYSTEM,Region 9,California,Transient non-community system,25,,San Joaquin,3,0,4
CA3901116,NAVARRA WATER SYSTEM,Region 9,California,Transient non-community system,725,,San Joaquin,3,15,37
CA3901345,NORMANS NURSERY,Region 9,California,Non-Transient non-community system,25,,San Joaquin,4,8,58
CA3901360,HOLIDAY HARBOR MARINA,Region 9,California,Transient non-community system,100,,San Joaquin,4,14,38
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,Region 9,California,Community water system,200,,San Joaquin,2,10,41
CA3901400,VALLEY LANDSCAPING & MAINT INC,Region 9,California,Non-Transient non-community system,25,,San Joaquin,2,3,30
CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,Region 9,California,Community water system,"14,381",,Sacramento,41,16,15
CA1200823,ANGELINA,Region 9,California,Transient non-community system,300,,Humboldt,4,10,9
CA2400245,DELHI KINGDOM HALL,Region 9,California,Transient non-community system,452,,Merced,4,5,1
CA1310016,GSA CALEXICO PORT OF ENTRY,Region 9,California,Non-Transient non-community system,300,,Imperial,4,16,8
CA3710048,GSA TECATE PORT OF ENTRY,Region 9,California,Non-Transient non-community system,400,,San Diego,4,1,3
CA5200600,GURNSEY AVENUE MUTUAL WATER SYSTEM,Region 9,California,Community water system,25,,Tehama,4,19,0
CA0105019,SUNOL SUPER STOP,Region 9,California,Transient non-community system,155,,Alameda,2,0,0
CA3302062,SPARTAN VETERINARY SERVICES,Region 9,California,Transient non-community system,33,,Riverside,3,6,10
CA3900965,COLLEGEVILLE MARKET & CAFE,Region 9,California,Transient non-community system,150,,San Joaquin,2,1,24
CA3610011,CEDARPINES PARK MWC,Region 9,California,Community water system,"2,511",,San Bernardino,29,5,7
CA4200974,MAIN STREET PRODUCE,Region 9,California,Non-Transient non-community system,45,,Santa Barbara,2,0,1
CA5400637,BUCKEYE TREE LODGE,Region 9,California,Transient non-community system,43,,Tulare,4,20,8
CA5400644,SEQUOIA VILLAGE INN,Region 9,California,Transient non-community system,40,,Tulare,4,19,7
CA5400750,SEQUOIA CAMPGROUND AND LODGE,Region 9,California,Transient non-community system,246,,Tulare,6,16,4
CA1700592,KONOCTI SHORES,Region 9,California,Community water system,99,,Lake,5,19,6
CA5700608,CANYON CREEK RESORT,Region 9,California,Transient non-community system,212,,Yolo,4,4,11
CA4400572,FERN GROVE WATER CLUB,Region 9,California,Community water system,182,,Santa Cruz,4,7,11
CA4400664,JARDINES DEL VALLE,Region 9,California,Community water system,150,,Santa Cruz,3,4,11
CA1000529,NEW HOPE COMMUNITY CHURCH,Region 9,California,Transient non-community system,204,,Fresno,4,1,7
CA3301990,AMEZCUA - GARCIA WATER,Region 9,California,Community water system,316,,Riverside,2,17,11
CA3301642,RIVER OASIS,Region 9,California,Transient non-community system,96,,Riverside,2,41,10
CA3400296,SAC CITY MOBILE HOME COMMUNITY LP,Region 9,California,Community water system,350,,Sacramento,4,5,25
CA4400755,MONTEREY BAY ACADEMY,Region 9,California,Community water system,400,,Santa Cruz,13,8,11
CA4400906,MYSTERY SPOT SNACK SHACK,Region 9,California,Transient non-community system,500,,Santa Cruz,4,2,1
CA3600770,CRAZZY'S WASEWAGAN CAMP,Region 9,California,Transient non-community system,198,,San Bernardino,3,25,27
CA1900636,EL RANCHO MOBILE HOME PARK,Region 9,California,Community water system,215,,Los Angeles,10,1,11
CA2300845,POINT ARENA LIGHTHOUSE,Region 9,California,Transient non-community system,25,,Mendocino,7,3,5
CA2800536,GRGICH HILLS,Region 9,California,Non-Transient non-community system,25,,Napa,3,3,22
CA1000620,DOLLAR GENERAL STORE  #15320,Region 9,California,Transient non-community system,250,,Fresno,2,2,1
CA5700734,DOLLAR GENERAL STORE #16171,Region 9,California,Transient non-community system,250,,Yolo,2,4,1
CA4710007,"MONTAGUE, CITY OF",Region 9,California,Community water system,"1,495",MONTAGUE,Siskiyou,8,8,16
CA5602130,SOLANO VERDE MUTUAL WATER CO,Region 9,California,Community water system,100,,Ventura,6,6,9
CA3301396,LOOKOUT ROADHOUSE,Region 9,California,Transient non-community system,100,,Riverside,2,11,8
CA1700650,MANDALA WATER SYSTEM,Region 9,California,Transient non-community system,224,,Lake,3,11,3
CA2900533,HARMONY RIDGE RESORT,Region 9,California,Transient non-community system,201,,Nevada,3,1,9
CA4810017,WESTERN RAILWAY MUSEUM,Region 9,California,Transient non-community system,50,,Solano,3,1,4
CA2000573,THE VILLAGE,Region 9,California,Community water system,40,,Madera,23,7,10
CA3301011,STONE CREEK WATER CO.,Region 9,California,Community water system,134,,Riverside,3,29,12
CA3610012,"CHINO, CITY OF",Region 9,California,Community water system,"78,463",CHINO,San Bernardino,38,5,10
CA1910156,"BEVERLY HILLS-CITY, WATER DEPT.",Region 9,California,Community water system,"45,007",BEVERLY HILLS,Los Angeles,38,59,19
CA1000005,BIG CREEK COMMUNITY SERV DIST,Region 9,California,Community water system,72,,Fresno,5,45,16
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,Region 9,California,Community water system,60,,Nevada,8,16,13
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,Region 9,California,Community water system,"5,000",,Kern,42,14,14
CA1503678,CHINA LAKE NAVAL AIR - SOUTH RANGE,Region 9,California,Non-Transient non-community system,150,,Kern,5,0,2
CA0410004,CITY OF GRIDLEY,Region 9,California,Community water system,"6,659",GRIDLEY,Butte,16,4,36
CA1500584,GOOSELAKE WATER COMPANY,Region 9,California,Community water system,90,,Kern,4,17,6
CA4901426,HORSE & PLOW TASTING ROOM,Region 9,California,Transient non-community system,40,,Sonoma,3,0,2
CA3400335,HOLIDAY MOBILE VILLAGE,Region 9,California,Community water system,200,,Sacramento,3,9,27
CA3400333,SWABBIES,Region 9,California,Transient non-community system,30,,Sacramento,2,8,29
CA3400167,WILLOW BERM MARINA,Region 9,California,Transient non-community system,150,,Sacramento,3,26,14
CA3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,Region 9,California,Community water system,200,,Sacramento,2,6,27
CA3400147,PERRY'S BOAT HARBOR,Region 9,California,Transient non-community system,50,,Sacramento,2,5,17
CA3400216,SACRAMENTO RACEWAY,Region 9,California,Transient non-community system,500,,Sacramento,2,12,14
CA4900916,MILL CREEK VINEYARDS,Region 9,California,Transient non-community system,25,,Sonoma,2,6,2
CA2110350,NPS GGNRA,Region 9,California,Community water system,"18,447",,Marin,3,10,8
CA1000589,AUBERRY BRANCH LIBRARY,Region 9,California,Transient non-community system,100,CLOVIS,Fresno,2,6,2
CA2110003,NORTH MARIN WATER DISTRICT,Region 9,California,Community water system,"61,500",,Marin,5,1,39
