PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA5400616,LEMON COVE WATER CO,Region 9,California,Community water system,200,,Tulare,4,40,4
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,Region 9,California,Community water system,200,,San Joaquin,3,7,44
CA3900606,A1 WINSTONS MOBILE HOME PARK,Region 9,California,Community water system,75,,San Joaquin,2,8,43
CA3900624,WEST LANE MOBILE HOME PARK,Region 9,California,Community water system,160,,San Joaquin,4,12,15
CA3900637,BIG WHEEL MOBILE HOME PARK,Region 9,California,Community water system,120,,San Joaquin,3,8,42
CA3900649,GLENWOOD MOBILE HOME PARK,Region 9,California,Community water system,100,,San Joaquin,4,32,75
CA3900653,ISLANDER MARINA,Region 9,California,Community water system,150,,San Joaquin,4,12,18
CA3900661,MAPACHE TRAILER PARK,Region 9,California,Community water system,275,,San Joaquin,2,11,77
CA3900664,NEW HOPE LANDING GENERAL STORE,Region 9,California,Community water system,125,,San Joaquin,2,7,43
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,Region 9,California,Community water system,100,,San Joaquin,2,11,50
CA4400659,BLUFF RESIDENTS WATER,Region 9,California,Transient non-community system,50,,Santa Cruz,5,8,53
CA5000427,COVANTA STANISLAUS WASTE ENERGY FACILITY,Region 9,California,Non-Transient non-community system,25,,Stanislaus,4,4,12
CA5000439,GOLDEN ARCO,Region 9,California,Transient non-community system,26,,Stanislaus,3,2,11
CA5000440,RAINBOW FARMS,Region 9,California,Non-Transient non-community system,30,,Stanislaus,5,7,8
CA5000442,"VALLEY DISTRIBUTORS, INC.",Region 9,California,Non-Transient non-community system,50,,Stanislaus,4,1,15
CA5000443,TRIANGLE TRUCK STOP,Region 9,California,Transient non-community system,25,,Stanislaus,5,2,14
CA5000446,WHISKEY RIVER SALOON,Region 9,California,Transient non-community system,26,,Stanislaus,3,0,10
CA5000447,RIVER ROAD PLAZA WATER SYSTEM,Region 9,California,Transient non-community system,25,,Stanislaus,3,5,9
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,Region 9,California,Community water system,130,,Inyo,4,4,5
CA3700174,DIAMOND JACK S RV RANCH,Region 9,California,Non-Transient non-community system,120,,San Diego,8,6,8
CA3301690,TWIN PINES BOYS RANCH,Region 9,California,Community water system,70,,Riverside,6,35,11
CA3301717,VALLEY VIEW TRAILER PARK,Region 9,California,Community water system,100,,Riverside,2,19,13
CA3301735,WALLER TRACT WATER DISTRICT,Region 9,California,Community water system,200,,Riverside,3,7,11
CA3301756,KKOTTONGNAE RETREAT CAMP,Region 9,California,Community water system,75,,Riverside,3,14,5
CA1900154,TIERRA BONITA MUTUAL WATER COMPANY,Region 9,California,Community water system,35,,Los Angeles,3,3,5
CA1000485,TESSENDERLO KERLEY INC,Region 9,California,Non-Transient non-community system,86,,Fresno,8,20,7
CA1909006,WEST VALLEY COUNTY WATER DISTRICT,Region 9,California,Community water system,736,,Los Angeles,6,9,8
CA3610012,"CHINO, CITY OF",Region 9,California,Community water system,"76,618",CHINO,San Bernardino,36,5,9
CA1800516,LITTLE VALLEY CSD,Region 9,California,Community water system,99,,Lassen,2,2,4
CA1000511,NEW BEGINNINGS CHURCH,Region 9,California,Transient non-community system,80,,Fresno,2,14,4
CA3610109,SHEEP CREEK WATER COMPANY,Region 9,California,Community water system,"2,650",,San Bernardino,15,1,6
CA1907014,NORTH TRAILS MUTUAL WATER CO,Region 9,California,Community water system,100,,Los Angeles,17,2,6
CA1510020,"TEHACHAPI, CITY OF",Region 9,California,Community water system,"8,965",TEHACHAPI,Kern,11,8,15
CA3010120,SAN JUAN BASIN AUTHORITY,Region 9,California,Community water system,0,,Orange,16,5,9
CA3010030,CITY OF SAN JUAN CAPISTRANO,Region 9,California,Community water system,"40,000",SAN JUAN CAPISTRANO,Orange,28,9,25
CA0910002,SOUTH TAHOE PUD - MAIN,Region 9,California,Community water system,"29,500",,El Dorado,117,7,22
CA1500464,LAKE ISABELLA KOA CAMPGROUND,Region 9,California,Transient non-community system,280,,Kern,2,20,3
CA2210905,"MCCLURE BOAT CLUB, INC.",Region 9,California,Community water system,298,,Mariposa,3,5,10
CA3301775,HIGH VALLEYS WATER DISTRICT,Region 9,California,Community water system,499,,Riverside,6,24,10
CA3301803,CASTRO TRAILER PARK,Region 9,California,Community water system,180,,Riverside,2,17,12
CA3301850,DELARA RENTALS,Region 9,California,Community water system,25,,Riverside,2,10,30
CA3301863,TRINITY - ANZA,Region 9,California,Transient non-community system,75,,Riverside,7,7,10
CA3301058,COUNTRY HILLS RV PARK,Region 9,California,Non-Transient non-community system,50,,Riverside,2,13,7
CA3301226,MWD - EAGLE MOUNTAIN,Region 9,California,Community water system,50,,Riverside,3,33,14
CA3301227,KAISER EAGLE MOUNTAIN WATER,Region 9,California,Community water system,50,,Riverside,4,10,15
CA3301280,GOLDEN ERA PRODUCTIONS,Region 9,California,Community water system,500,,Riverside,3,36,12
CA3301283,GLEN EDEN SUN CLUB,Region 9,California,Community water system,200,,Riverside,10,15,10
CA3301308,COTTONWOOD SCHOOL,Region 9,California,Non-Transient non-community system,300,,Riverside,5,10,8
CA3301309,HAMILTON SCHOOL,Region 9,California,Non-Transient non-community system,950,,Riverside,4,9,8
CA2510001,CITY OF ALTURAS,Region 9,California,Community water system,"2,982",ALTURAS,Modoc,7,5,25
CA2600601,CONVICT LAKE CAMPGROUND,Region 9,California,Transient non-community system,400,,Mono,3,26,3
CA4300630,FOOTHILL MUTUAL WATER,Region 9,California,Community water system,28,,Santa Clara,5,11,4
CA4100536,SAN MATEO COUNTY MEMORIAL PARK,Region 9,California,Transient non-community system,"1,790",,San Mateo,4,25,26
CA3500927,ENZA ZADEN RESEARCH,Region 9,California,Non-Transient non-community system,65,,San Benito,4,2,1
CA5500219,CAMP JOHN MENSINGER,Region 9,California,Transient non-community system,300,,Tuolumne,5,7,13
CA0110006,CITY OF HAYWARD,Region 9,California,Community water system,"146,398",HAYWARD,Alameda,18,0,17
CA1510012,LAMONT PUBLIC UTILITY DIST,Region 9,California,Community water system,"15,120",,Kern,36,43,13
CA4901016,SEQUOIA WATER COMPANY,Region 9,California,Transient non-community system,100,,Sonoma,2,3,1
CA3110150,CALAM - WEST PLACER,Region 9,California,Community water system,"3,188",,Placer,4,0,5
CA3410013,CALAM - LINCOLN OAKS,Region 9,California,Community water system,"46,606",,Sacramento,70,0,17
CA3410012,CALAM - ISLETON,Region 9,California,Community water system,"1,254",,Sacramento,10,0,13
CA3410010,CALAM - SUBURBAN,Region 9,California,Community water system,"53,586",,Sacramento,67,0,30
CA3410047,CALAM - WALNUT GROVE,Region 9,California,Community water system,644,,Sacramento,7,0,9
CA3410045,CALAM - ARDEN,Region 9,California,Community water system,"4,204",,Sacramento,11,0,10
CA3601106,HITCHIN LUCERNE INC,Region 9,California,Transient non-community system,35,,San Bernardino,3,1,19
CA3601107,SAN ANTONIO WINERY,Region 9,California,Transient non-community system,25,,San Bernardino,4,3,14
CA3601108,HOLLAND BURGER CAFE,Region 9,California,Transient non-community system,100,,San Bernardino,3,0,19
CA3701961,PINE VALLEY TRAILER PARK,Region 9,California,Community water system,200,,San Diego,8,6,12
CA3701983,DUDLEY S BAKERY,Region 9,California,Transient non-community system,100,,San Diego,4,7,16
CA3701988,ALPINE OAKS ESTATES LLC,Region 9,California,Community water system,125,,San Diego,4,9,12
CA3410017,CALAM - PARKWAY,Region 9,California,Community water system,"44,949",,Sacramento,55,0,12
CA3410031,CALAM - ANTELOPE,Region 9,California,Community water system,"34,168",,Sacramento,39,0,9
CA3410027,CALAM - SECURITY PARK,Region 9,California,Non-Transient non-community system,175,,Sacramento,7,0,8
CA2600608,EAST FORK CAMPGROUND,Region 9,California,Transient non-community system,200,,Mono,3,6,5
CA2810005,"AMERICAN CANYON, CITY OF",Region 9,California,Community water system,"19,532",AMERICAN CANYON,Napa,9,7,11
CA1000058,MUSICK CREEK TRACT ASSOCIATION,Region 9,California,Community water system,45,,Fresno,5,7,4
CA3610011,CEDARPINES PARK MWC,Region 9,California,Community water system,"2,500",,San Bernardino,30,5,7
CA2600610,PINE GROVE CAMPGROUND,Region 9,California,Transient non-community system,30,,Mono,4,4,11
CA2300873,CAMP NAVARRO,Region 9,California,Transient non-community system,276,,Mendocino,3,0,1
CA1000537,JOHNNY QUIK FOOD STORE #161,Region 9,California,Transient non-community system,25,,Fresno,3,11,4
CA2600617,TOM'S PLACE,Region 9,California,Transient non-community system,25,,Mono,3,34,8
CA4901388,CARNEROS BREWING COMPANY,Region 9,California,Transient non-community system,60,,Sonoma,3,1,2
CA1000221,WASHINGTON UNION HIGH SCHOOL,Region 9,California,Non-Transient non-community system,"1,000",,Fresno,4,8,13
CA1000204,AMERICAN UNION SCHOOL,Region 9,California,Non-Transient non-community system,250,,Fresno,2,14,6
CA3610001,"ADELANTO, CITY OF",Region 9,California,Community water system,"31,765",ADELANTO,San Bernardino,41,16,11
CA3600378,SUNSHINE RESORT,Region 9,California,Transient non-community system,500,,San Bernardino,5,24,21
CA3600270,GOLDEN STATE WATER MORONGO DELNORTE,Region 9,California,Community water system,870,,San Bernardino,5,2,14
CA3600297,GORDON ACRES WATER CO,Region 9,California,Community water system,195,,San Bernardino,3,4,37
CA3600301,STRAWBERRY LODGE MWC,Region 9,California,Community water system,640,,San Bernardino,2,3,23
CA3600258,SKY FOREST MWC,Region 9,California,Community water system,605,,San Bernardino,5,4,23
CA3600260,SMILEY PARK COUNTRY CLUB,Region 9,California,Community water system,530,,San Bernardino,4,4,30
CA3600262,SNOWCREST HEIGHTS IMP ASSOC,Region 9,California,Community water system,600,,San Bernardino,6,5,30
CA3600279,GOLDEN STATE WATER DESERT VIEW,Region 9,California,Community water system,230,,San Bernardino,4,2,14
CA3600386,TRINITY OASIS PALMS INC,Region 9,California,Community water system,135,,San Bernardino,4,3,26
CA3600615,ACE MOTEL,Region 9,California,Transient non-community system,25,,San Bernardino,3,1,24
CA3600602,ALPINE CAMP AND CONFERENCE CENTER,Region 9,California,Non-Transient non-community system,250,,San Bernardino,7,0,21
CA4000673,JACK RANCH CAFE,Region 9,California,Transient non-community system,30,,San Luis Obispo,4,2,6
CA1000615,"ROCK HAVEN, INC.",Region 9,California,Transient non-community system,25,,Fresno,1,0,0
CA1500452,RIVERDALE VILLAGE,Region 9,California,Community water system,750,,Kern,4,12,6
CA4901133,"LANDMARK VINEYARDS, LTD.",Region 9,California,Transient non-community system,150,,Sonoma,3,6,2
CA1410004,LADWP - BIG PINE,Region 9,California,Community water system,0,,Inyo,3,2,3
CA1010020,LATON COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,"1,518",,Fresno,8,8,7
CA3600395,BIG BEAR SHORES RV RESORT,Region 9,California,Transient non-community system,400,,San Bernardino,5,2,21
CA3601012,BURGER DEPOT,Region 9,California,Transient non-community system,25,,San Bernardino,3,0,19
CA3601051,CEMEX CONSTRUCTION MATERIALS AL,Region 9,California,Non-Transient non-community system,25,,San Bernardino,2,1,33
CA3600530,YMCA CAMP ARBOLADO,Region 9,California,Transient non-community system,500,,San Bernardino,5,25,14
CA3600595,CALVARY CHAPEL CHRISTIAN CAMP,Region 9,California,Transient non-community system,"1,000",,San Bernardino,8,1,20
CA3600593,CAMP CEDAR CREST,Region 9,California,Transient non-community system,300,,San Bernardino,5,0,19
CA3400172,TOKAY PARK WATER CO,Region 9,California,Community water system,525,,Sacramento,4,9,80
CA3400179,MC CLELLAN MHP,Region 9,California,Community water system,700,,Sacramento,3,5,25
CA4500037,WHEELABRATOR SHASTA ENERGY,Region 9,California,Non-Transient non-community system,57,,Shasta,4,1,4
CA4500041,ANDERSON UNION HIGH SCHOOL,Region 9,California,Non-Transient non-community system,700,,Shasta,5,6,11
CA4500100,SHASTA MARINA RESORT,Region 9,California,Transient non-community system,235,,Shasta,7,8,6
CA4500101,LAKE SHASTA PINES RV PARK & CAMPGROUND,Region 9,California,Transient non-community system,215,,Shasta,7,12,8
CA4500110,SILVERTHORN RESORT,Region 9,California,Transient non-community system,175,,Shasta,3,63,7
CA4500113,HOLIDAY HARBOR INC,Region 9,California,Transient non-community system,200,,Shasta,4,4,7
CA4500143,ROOSTER'S LANDING,Region 9,California,Transient non-community system,65,,Shasta,4,0,9
CA4500061,PG&E - CASSEL CAMPGROUND,Region 9,California,Transient non-community system,80,,Shasta,4,6,8
CA3200069,PNF SUNDEW & HUTCHINS CG,Region 9,California,Transient non-community system,50,,Plumas,4,26,3
CA4400851,KIM SON MONASTERY,Region 9,California,Non-Transient non-community system,30,,Santa Cruz,3,8,50
CA4400875,SANTA CRUZ WALDORF SCHOOL,Region 9,California,Non-Transient non-community system,190,,Santa Cruz,5,6,4
CA4400505,DAVID BRUCE WINERY,Region 9,California,Transient non-community system,25,,Santa Cruz,7,10,24
CA4400900,EXPLORING NEW HORIZONS-SEMPERVIRENS,Region 9,California,Transient non-community system,120,,Santa Cruz,6,1,39
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,Region 9,California,Community water system,552,,Santa Cruz,4,11,176
CA3900701,CURRIER ESTATES WATER CORP,Region 9,California,Community water system,148,,San Joaquin,4,9,50
CA3900702,CORRAL HOLLOW PWS,Region 9,California,Community water system,98,,San Joaquin,4,7,11
CA3900705,FINNLEES TRAILER PARK,Region 9,California,Community water system,55,,San Joaquin,2,10,40
CA3900709,EL RANCHO MOTEL,Region 9,California,Transient non-community system,76,,San Joaquin,3,3,44
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,Region 9,California,Community water system,76,,San Joaquin,5,4,32
CA3900719,MOKELUMNE MEADOWS TRAILER PARK,Region 9,California,Community water system,55,,San Joaquin,4,13,43
CA3900720,SHADED TERRACE PWS,Region 9,California,Community water system,161,,San Joaquin,4,6,39
CA3900721,WOODBRIDGE MOBILE ESTATES,Region 9,California,Community water system,110,,San Joaquin,2,15,43
CA3900722,MORADA ESTATES PWS,Region 9,California,Community water system,158,,San Joaquin,4,5,12
CA3900724,ELKHORN ESTATES WATER SYSTEM,Region 9,California,Community water system,200,,San Joaquin,4,4,9
CA3900732,V & P TRAILER COURT WATER SYSTEM,Region 9,California,Community water system,35,,San Joaquin,2,22,64
CA5000494,HYPOWER HYDRAULICS,Region 9,California,Non-Transient non-community system,30,,Stanislaus,2,4,11
CA5000498,PATCHETTS FORD MERCURY,Region 9,California,Non-Transient non-community system,35,,Stanislaus,2,1,9
CA5000499,RATTO BROS,Region 9,California,Non-Transient non-community system,100,,Stanislaus,6,19,10
CA1510002,BORON CSD,Region 9,California,Community water system,"2,500",,Kern,6,31,5
CA1310003,GSWC - CALIPATRIA,Region 9,California,Community water system,"3,864",,Imperial,5,2,14
CA3610047,GOLDEN STATE WATER CO - WRIGHTWOOD,Region 9,California,Community water system,"8,973",,San Bernardino,24,0,6
CA3610043,GOLDEN STATE WATER CO - BARSTOW,Region 9,California,Community water system,"33,554",,San Bernardino,65,1,8
CA3610108,GOLDEN STATE WATER CO - LUCERNE,Region 9,California,Community water system,987,,San Bernardino,9,2,6
CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,Region 9,California,Community water system,"6,108",,San Bernardino,15,0,6
CA3610105,GOLDEN STATE WATER CO - APPLE VLY NORTH,Region 9,California,Community water system,"2,277",,San Bernardino,7,0,5
CA1500380,DE RANCHO Y MOBILE VILLA WATER,Region 9,California,Community water system,200,,Kern,2,11,4
CA1000507,GILLETTE CITRUS COMPANY,Region 9,California,Non-Transient non-community system,74,,Fresno,3,8,11
CA4700503,CALLAHAN WATER DISTRICT,Region 9,California,Community water system,70,,Siskiyou,3,36,14
CA1000200,RUBYS VALLEY CARE HOME,Region 9,California,Community water system,75,,Fresno,6,15,15
CA5610010,RIO PLAZA WATER CO INC,Region 9,California,Community water system,"2,000",,Ventura,5,4,9
CA3610063,GOLDEN STATE WATER CO - MORONGO DEL SUR,Region 9,California,Community water system,"2,663",,San Bernardino,12,6,6
CA1000056,MEADOW LAKES CLUB,Region 9,California,Community water system,85,,Fresno,15,11,10
CA1900904,ACTON CONSERVATION CAMP # 11,Region 9,California,Non-Transient non-community system,90,,Los Angeles,4,6,8
CA1910097,NORTHROP GRUMMAN CORP.,Region 9,California,Non-Transient non-community system,"2,982",,Los Angeles,11,7,10
CA3310037,"CORONA, CITY OF",Region 9,California,Community water system,"155,896",CORONA,Riverside,82,19,24
CA5010028,"CERES, CITY OF",Region 9,California,Community water system,"42,666",CERES,Stanislaus,60,12,19
CA3710049,PINE VALLEY BORDER PATROL STATION,Region 9,California,Non-Transient non-community system,435,,San Diego,4,1,4
CA1210015,WILLOW CREEK C.S.D.,Region 9,California,Community water system,"2,500",,Humboldt,15,1,14
CA4901008,HESSEL CHURCH,Region 9,California,Transient non-community system,120,,Sonoma,3,4,1
CA4901309,HILTON MUTUAL WATER COMPANY,Region 9,California,Non-Transient non-community system,30,,Sonoma,3,3,1
CA0605004,ADM RICE INC.,Region 9,California,Non-Transient non-community system,30,,Colusa,8,0,6
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,78,,Sonoma,3,13,2
CA1500290,EDGEMONT ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,400,,Kern,5,36,4
CA5304101,Hawkins Bar Trailer Park,Region 9,California,Transient non-community system,35,,,0,1,0
CA3600404,SHADY LANE RV CAMP,Region 9,California,Transient non-community system,165,,San Bernardino,3,2,22
CA3600372,PALMS RIVER RESORT,Region 9,California,Community water system,200,,San Bernardino,3,5,24
CA3600370,WINDMILL RESORT,Region 9,California,Transient non-community system,"1,000",,San Bernardino,3,25,15
CA3600406,NEWBERRY MOUNTAIN RV & MOTEL,Region 9,California,Transient non-community system,25,,San Bernardino,3,5,18
CA3600308,FREEDOM ACRES THE RESPORT,Region 9,California,Community water system,500,,San Bernardino,3,2,15
CA3600345,WEST END MWC,Region 9,California,Community water system,63,,San Bernardino,3,3,25
CA3301502,PARADISE VALLEY MWC,Region 9,California,Community water system,30,,Riverside,4,5,9
CA3301511,PINYON CREST HOA,Region 9,California,Community water system,200,,Riverside,17,18,10
CA3301512,PINYON PINES COUNTY WATER DIST,Region 9,California,Community water system,160,,Riverside,8,12,9
CA3301528,OAK HAVEN ASSOCIATION,Region 9,California,Community water system,78,,Riverside,7,16,6
CA3301535,RANCHO CARRILLO MWC,Region 9,California,Community water system,168,,Riverside,9,38,7
CA3301541,RECHE CANYON MUTUAL WATER CO.,Region 9,California,Community water system,150,,Riverside,7,22,9
CA3301556,RIV.COUNTY DISASTER PREP INDIO,Region 9,California,Transient non-community system,25,,Riverside,3,10,5
CA3301557,EOC WELL - PALM SPRINGS,Region 9,California,Transient non-community system,25,,Riverside,3,21,4
CA3301577,CSA 62,Region 9,California,Community water system,450,,Riverside,4,22,13
CA3301622,SILENT VALLEY CLUB,Region 9,California,Non-Transient non-community system,200,,Riverside,7,7,5
CA3701982,PALOMAR CHRISTIAN CONFERENCE CENTER,Region 9,California,Transient non-community system,350,,San Diego,11,6,7
CA3702059,SKYLINE RANCH RV PARK & CAMPGROUND,Region 9,California,Transient non-community system,45,,San Diego,7,8,7
CA3702104,"MHC TT INC., DBA PIO PICO",Region 9,California,Transient non-community system,800,,San Diego,14,7,10
CA3702111,CALEXICO LODGE,Region 9,California,Transient non-community system,50,,San Diego,11,14,6
CA3702181,KQ RANCH RESORT,Region 9,California,Transient non-community system,400,,San Diego,8,7,16
CA3702235,MOBILAND CAMPER PARK,Region 9,California,Transient non-community system,150,,San Diego,3,8,6
CA4000678,TALLEY FARMS LABOR HOUSING,Region 9,California,Community water system,75,,San Luis Obispo,3,0,6
CA4000693,CRESTON ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,100,,San Luis Obispo,4,1,7
CA4000705,LAGUNA NEGRA MUTUAL WATER CO.,Region 9,California,Community water system,80,,San Luis Obispo,4,5,7
CA4000707,"LONGBRANCH SALOON, THE",Region 9,California,Transient non-community system,30,,San Luis Obispo,4,14,6
CA5000247,CERVANTES LABOR CAMP,Region 9,California,Transient non-community system,54,,,0,0,0
CA3600538,CAMP CEDAR FALLS,Region 9,California,Transient non-community system,500,,San Bernardino,3,24,10
CA3600591,CAMP OAKES,Region 9,California,Transient non-community system,300,,San Bernardino,3,0,19
CA3600587,CAMP OSITO RANCHO,Region 9,California,Transient non-community system,200,,San Bernardino,5,0,20
CA3600772,UCLA UNICAMP,Region 9,California,Transient non-community system,"1,000",,San Bernardino,3,0,12
CA3600777,CAMP ROUND MEADOW,Region 9,California,Transient non-community system,140,,San Bernardino,3,2,25
CA4000708,LOADING CHUTE,Region 9,California,Transient non-community system,25,,San Luis Obispo,3,5,6
CA2000851,MD#40 SUNSET RIDGE ESTATES,Region 9,California,Community water system,150,,Madera,19,2,5
CA2100578,MARSHALL BOAT WORKS,Region 9,California,Transient non-community system,33,,Marin,3,0,2
CA2000556,SIDERMAN FAMILY CAMP & CONF. CENTER (PUT,Region 9,California,Transient non-community system,80,,Madera,16,20,4
CA2000558,COARSEGOLD MARKET WATER SYSTEM,Region 9,California,Non-Transient non-community system,100,,Madera,18,2,7
CA2000770,POMONA RANCH HOUSING CENTER,Region 9,California,Transient non-community system,372,,Madera,15,4,4
CA2100580,DIEKMANN S GENERAL STORE,Region 9,California,Transient non-community system,25,,Marin,3,0,1
CA2100581,HOG ISLAND OYSTER CO.,Region 9,California,Transient non-community system,170,,Marin,4,0,2
CA2100582,NICASIO SCHOOL,Region 9,California,Non-Transient non-community system,70,,Marin,3,17,1
CA2000560,SUGAR PINE CHRISTIAN CAMPS,Region 9,California,Transient non-community system,243,,Madera,14,4,17
CA2000855,LAMANUZZI & PANTALEO CS & DEHY,Region 9,California,Transient non-community system,125,,Madera,16,6,9
CA2000562,SKYLAKE YOSEMITE CAMP,Region 9,California,Transient non-community system,280,,Madera,14,1,6
CA2000563,EMERALD COVE CAMP,Region 9,California,Transient non-community system,150,,Madera,13,7,4
CA2000865,MD#58 SIERRA HIGHLANDS,Region 9,California,Community water system,75,,Madera,20,6,9
CA3200068,PNF WHITE HORSE CG,Region 9,California,Transient non-community system,50,,Plumas,4,27,4
CA4500071,DIGGER BAY MARINA,Region 9,California,Transient non-community system,25,,Shasta,7,0,7
CA4500072,HAT CREEK RESORT & RV PARK,Region 9,California,Transient non-community system,170,,Shasta,5,56,7
CA4500080,LAKESHORE VILLA RV PARK,Region 9,California,Transient non-community system,55,,Shasta,3,6,6
CA4500082,MIDWAY MOBILEHOME PARK,Region 9,California,Community water system,50,,Shasta,6,6,11
CA4500086,PG&E - NORTHSHORE CAMPGROUND,Region 9,California,Transient non-community system,75,,Shasta,3,3,8
CA3200038,PNF COTTONWOOD CG.- FRENCHMAN ADM.,Region 9,California,Transient non-community system,40,,Plumas,4,28,2
CA3107084,TURKEY CREEK GOLF CLUB,Region 9,California,Non-Transient non-community system,250,,Placer,3,9,16
CA3107310,VETERINARY DEVELOPMENT COMPANY,Region 9,California,Non-Transient non-community system,40,,Placer,4,5,24
CA3105446,LODGEPOLE CAMPGROUND,Region 9,California,Transient non-community system,25,,Placer,5,1,3
CA3200098,BUCKS LAKE CAMP AND RV PARK,Region 9,California,Transient non-community system,35,,Plumas,4,3,5
CA3200016,"PG&E COOL SPRINGS CG, BUTT VLY",Region 9,California,Transient non-community system,50,,Plumas,4,0,3
CA3200061,"PG&E HASKINS VLY CG, BUCKS LK.",Region 9,California,Transient non-community system,150,,Plumas,4,0,3
CA3200015,"PG&E LAST CHANCE CG, CHESTER",Region 9,California,Transient non-community system,25,,Plumas,5,0,2
CA3900755,SHADY REST TRAILER COURT,Region 9,California,Community water system,120,,San Joaquin,4,21,53
CA3900756,LINDEN USD-GLENWOOD SCHOOL,Region 9,California,Non-Transient non-community system,100,,San Joaquin,4,3,25
CA3105852,"BEAR VALLEY, SIERRA DISCOVERY TRAIL",Region 9,California,Transient non-community system,25,,Placer,4,0,4
CA3107315,TAHOE VISTANA,Region 9,California,Transient non-community system,50,,Placer,6,8,4
CA3105853,KIDD LAKE,Region 9,California,Transient non-community system,25,,Placer,4,1,3
CA3107313,AQUAPURE,Region 9,California,Non-Transient non-community system,200,,Placer,3,7,5
CA3105918,RIDE TO WALK,Region 9,California,Transient non-community system,80,,Placer,4,0,2
CA3105779,EASTERN REGIONAL SANITARY LANDFILL WATER,Region 9,California,Non-Transient non-community system,25,,Placer,3,5,10
CA3106501,CISCO GROVE CAMPGROUND & RV PARK,Region 9,California,Transient non-community system,920,,Placer,10,2,6
CA3107318,SIERRA WOODS LODGE,Region 9,California,Transient non-community system,100,,Placer,4,5,4
CA3107324,KILNER PARK,Region 9,California,Transient non-community system,25,,Placer,4,0,3
CA3200172,ASSOCIATIONS OF THOMPSON LAKE,Region 9,California,Transient non-community system,120,,Plumas,4,15,6
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER COMPANY,Region 9,California,Community water system,75,,San Joaquin,2,10,36
CA3900748,ESCALON USD- COLLEGEVILLE SCH,Region 9,California,Non-Transient non-community system,100,,San Joaquin,4,17,46
CA3900752,HILDRETH WATER SYSTEM,Region 9,California,Transient non-community system,25,,San Joaquin,3,1,21
CA3900757,LINDEN USD-WATERLOO ELEMENTARY,Region 9,California,Non-Transient non-community system,225,,San Joaquin,4,3,41
CA3900762,RIVERSIDE MOBILE HOME PARK,Region 9,California,Community water system,55,,San Joaquin,3,14,42
CA3900768,PARADISE POINT MARINA,Region 9,California,Transient non-community system,200,,San Joaquin,6,7,53
CA3900779,BETHANY TEMPLE WATER SYSTEM,Region 9,California,Transient non-community system,65,,San Joaquin,4,4,12
CA5000454,PURINA MILLS INC,Region 9,California,Non-Transient non-community system,25,,Stanislaus,2,5,8
CA5000465,DUARTE NURSERY INC WATER SYSTEM,Region 9,California,Non-Transient non-community system,75,,Stanislaus,7,29,10
CA5000470,HUGHSON NUT COMPANY WATER SYSTEM,Region 9,California,Non-Transient non-community system,120,,Stanislaus,7,6,10
CA2701935,MOUNT TORO RANCHOS MWA,Region 9,California,Community water system,45,,Monterey,4,9,10
CA2701959,TIERRA VISTA MWC,Region 9,California,Community water system,57,,Monterey,2,25,12
CA2702009,LAGUNA SECA RECREATION WS,Region 9,California,Non-Transient non-community system,500,,Monterey,3,21,15
CA5000478,THE MORNING STAR COMPANY,Region 9,California,Non-Transient non-community system,30,,Stanislaus,6,12,7
CA5000481,FOSTER FARMS-ELLENWOOD HATCHERY,Region 9,California,Non-Transient non-community system,40,,Stanislaus,4,4,10
CA1700595,CAL 20 VILLAGE,Region 9,California,Community water system,150,,Lake,5,14,7
CA3500550,SAN JUSTO MUTUAL WATER COMPANY,Region 9,California,Community water system,160,,San Benito,3,29,6
CA1700606,BAYCLIFF WATER,Region 9,California,Community water system,45,,Lake,3,10,4
CA5301003,LEWISTON PARK MWC,Region 9,California,Community water system,450,,Trinity,19,1,8
CA4901294,WINE COUNTRY IND PARK-BLDGS A&B,Region 9,California,Transient non-community system,30,,Sonoma,4,7,3
CA4901332,WINE COUNTRY IND PARK - BLDG C,Region 9,California,Non-Transient non-community system,70,,Sonoma,4,4,1
CA4901247,CARNEROS WAREHOUSING,Region 9,California,Non-Transient non-community system,50,,Sonoma,4,14,3
CA4901061,SONOMA WAREHOUSING,Region 9,California,Non-Transient non-community system,200,,Sonoma,4,8,4
CA1907036,NEW APOSTOLIC CHURCH BOUQUET CANYON,Region 9,California,Non-Transient non-community system,50,,Los Angeles,3,12,8
CA1700604,REEL IN RESORT,Region 9,California,Community water system,198,,Lake,3,28,2
CA3410004,CARMICHAEL WATER DISTRICT,Region 9,California,Community water system,"40,000",,Sacramento,45,1,24
CA4900723,SHAMROCK MOBILE HOME PARK,Region 9,California,Community water system,188,,Sonoma,3,34,2
