PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA1510025,STALLION SPRINGS CSD,Region 9,California,Community water system,"2,488",,Kern,30,6,13
CA4901204,BENZIGER FAMILY WINERY,Region 9,California,Non-Transient non-community system,100,,Sonoma,12,1,3
CA2400323,STEVINSON BAR AND GRILL,Region 9,California,Transient non-community system,25,,Merced,2,0,0
CA4901408,WESTSIDE STORAGE WATER SYSTEM,Region 9,California,Transient non-community system,50,,Sonoma,4,1,1
CA1910108,"BELL GARDENS-CITY, WATER DEPT.",Region 9,California,Community water system,"5,500",BELL GARDENS,Los Angeles,8,0,16
CA2000729,SA#16 SUMNER HILL-WATER SYSTEM,Region 9,California,Community water system,100,,Madera,22,16,13
CA2010011,MADERA CO SA #1-INDIAN LAKES,Region 9,California,Community water system,"1,319",,Madera,12,10,6
CA2010009,MADERA CO SA NO 19-ROLLING HILLS,Region 9,California,Community water system,"1,500",,Madera,10,2,5
CA2010008,MADERA COUNTY M.D. #10A - MADERA RANCHOS,Region 9,California,Community water system,"2,255",,Madera,10,7,7
CA2010006,MADERA CSA NO 3 PARKSDALE,Region 9,California,Community water system,"1,188",,Madera,5,6,7
CA2010004,MADERA CMD NO 19 PARKWOOD,Region 9,California,Community water system,"1,240",,Madera,6,7,4
CA2000544,MD#01 HIDDEN LAKE ESTATES,Region 9,California,Community water system,150,,Madera,19,32,12
CA2000542,SA#02W WISHON COVE,Region 9,California,Transient non-community system,200,,Madera,14,25,11
CA4901144,COHN WINERY,Region 9,California,Non-Transient non-community system,55,,Sonoma,6,11,2
CA1502690,"DUNE III WATER CO., LLC",Region 9,California,Community water system,100,,Kern,3,11,3
CA3200155,FRCCSD HOT SPRINGS,Region 9,California,Community water system,25,,Plumas,4,30,5
CA5400880,THE LAKES,Region 9,California,Community water system,160,,Tulare,3,6,6
CA5410054,TULARE CITY WWTP,Region 9,California,Transient non-community system,25,TULARE,Tulare,4,0,1
CA5410015,"TULARE, CITY OF",Region 9,California,Community water system,"60,300",TULARE,Tulare,90,8,15
CA4910014,"ROHNERT PARK, CITY OF",Region 9,California,Community water system,"40,971",ROHNERT PARK,Sonoma,99,2,7
CA3901481,PNP STOCKTON #80,Region 9,California,Non-Transient non-community system,25,,San Joaquin,7,3,45
CA1400011,MOUNT WHITNEY FISH HATCHERY,Region 9,California,Transient non-community system,99,,Inyo,5,0,0
CA1210008,GARBERVILLE SANITARY DISTRICT,Region 9,California,Community water system,"1,500",,Humboldt,7,1,13
CA0105016,MOUNTAIN HOUSE BAR,Region 9,California,Transient non-community system,25,,Alameda,2,2,0
CA1200501,ALDERPOINT COUNTY WATER,Region 9,California,Community water system,219,,Humboldt,3,49,12
CA3510300,CSP-FREMONT PEAK,Region 9,California,Transient non-community system,150,,San Benito,3,8,4
CA1910064,LITTLEROCK CREEK IRRIGATION DIST.,Region 9,California,Community water system,"2,900",,Los Angeles,36,1,19
CA0600008,COLUSA CO. W.D. #1 - GRIMES,Region 9,California,Community water system,500,,Colusa,5,18,4
CA4900897,RODNEY STRONG VINEYARDS,Region 9,California,Non-Transient non-community system,100,,Sonoma,19,34,2
CA0409187,PG&E - TABLE MOUNTAIN,Region 9,California,Non-Transient non-community system,25,,Butte,1,0,0
CA3601171,DEMPSEYS PUB,Region 9,California,Transient non-community system,100,,San Bernardino,1,0,0
CA3601172,FENDERS,Region 9,California,Transient non-community system,25,,San Bernardino,1,0,0
CA3601173,BOLO STATION RV PARK & SNACK BAR,Region 9,California,Transient non-community system,100,,San Bernardino,1,0,0
CA3705067,MOM S PIE HOUSE,Region 9,California,Transient non-community system,25,,San Diego,0,0,0
CA5602107,EVERGREEN TRAILER PARK,Region 9,California,Community water system,70,,Ventura,3,9,8
CA4900629,EAST AUSTIN CREEK MUTUAL WATER COMPANY,Region 9,California,Transient non-community system,20,,Sonoma,3,10,2
CA0707800,ALL STAR ACADEMY OF DANVILLE,Region 9,California,Transient non-community system,30,,Contra Costa,2,0,0
CA1700511,HARBIN HOT SPRINGS,Region 9,California,Community water system,170,,Lake,9,10,4
CA5500125,MOTHER LODE MOBILE ESTATES,Region 9,California,Community water system,185,,Tuolumne,7,16,9
CA1410008,INYO COUNTY PWD - INDEPENDENCE,Region 9,California,Community water system,669,,Inyo,6,0,3
CA4910011,"SEBASTOPOL, CITY OF",Region 9,California,Community water system,"7,423",SEBASTOPOL,Sonoma,18,11,12
CA5500096,SIERRA TWAIN HARTE MOBILE PARK,Region 9,California,Community water system,120,,Tuolumne,6,6,7
CA5500208,PHOENIX LAKE GOLF CLUB,Region 9,California,Transient non-community system,25,,Tuolumne,2,5,4
CA4500317,SHASTA CO CSA # 11 FRENCH GULCH,Region 9,California,Community water system,185,,Shasta,5,1,7
CA4500006,SHASTA CO CSA # 2 SUGARLOAF,Region 9,California,Community water system,160,,Shasta,9,31,7
CA4500001,SHASTA CO CSA # 25 KESWICK,Region 9,California,Community water system,475,,Shasta,3,28,5
CA4500028,SHASTA CO CSA # 23 CRAGVIEW,Region 9,California,Community water system,196,,Shasta,5,27,9
CA4510004,SHASTA CO. SERVICE AREA #6,Region 9,California,Community water system,"1,119",,Shasta,3,3,12
CA4500015,SHASTA CO CSA # 3 CASTELLA,Region 9,California,Community water system,252,,Shasta,5,27,9
CA3310301,MT SAN JACINTO ST PARK (STONE CREEK),Region 9,California,Transient non-community system,150,,Riverside,3,4,4
CA4300573,GREEN ACRES MUTUAL WATER,Region 9,California,Community water system,53,,Santa Clara,5,14,5
CA5610040,CAL AMERICAN WATER CO,Region 9,California,Community water system,"63,287",,Ventura,10,1,17
CA3900983,CHERRY LANE TRAILER PARK,Region 9,California,Community water system,100,,San Joaquin,4,18,72
CA3901405,TRINIDAD BENHAM CORP WATER SYSTEM,Region 9,California,Non-Transient non-community system,25,,San Joaquin,5,5,23
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,Region 9,California,Community water system,"190,308",,San Bernardino,76,1,12
CA1503650,GEORGE DAISA WATER SYSTEM,Region 9,California,Transient non-community system,25,BAKERSFIELD,Kern,2,0,2
CA3901304,BROOKSIDE MEADOWS ESTATE,Region 9,California,Community water system,39,,San Joaquin,3,9,41
CA4000598,CUYAMA LANE WATER COMPANY,Region 9,California,Non-Transient non-community system,25,,San Luis Obispo,5,0,9
CA4000699,SAN PASO TRUCK STOP,Region 9,California,Transient non-community system,25,,San Luis Obispo,3,0,4
CA2710008,"GREENFIELD, CITY OF",Region 9,California,Community water system,"17,898",GREENFIELD,Monterey,17,5,12
CA3710321,OCOTILLO WELLS - HOLLY ROAD,Region 9,California,Transient non-community system,25,,San Diego,1,0,0
CA3601175,RASOR ROAD SERVICE,Region 9,California,Transient non-community system,"1,000",,San Bernardino,1,0,0
CA5700768,ALFOREX SEEDS LLC,Region 9,California,Non-Transient non-community system,28,,Yolo,5,0,0
CA4000211,GREENHEART FARMS,Region 9,California,Non-Transient non-community system,50,,San Luis Obispo,4,1,5
CA4000752,COPELAND'S PROPERTIES,Region 9,California,Non-Transient non-community system,25,,San Luis Obispo,3,0,8
CA2701241,ENCINAL RD WS #01,Region 9,California,Community water system,41,,Monterey,4,27,14
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,Region 9,California,Community water system,340,,Sonoma,5,9,3
CA4901119,DRY CREEK VINEYARD,Region 9,California,Non-Transient non-community system,50,,Sonoma,6,3,2
CA1700733,JITTERBEAN COFFEE,Region 9,California,Transient non-community system,"2,700",LAKEPORT,Lake,3,2,1
CA1800573,RICHMOND ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,247,,Lassen,3,5,7
CA5403139,TREEHOUSE CALIFORNIA ALMONDS LLC,Region 9,California,Non-Transient non-community system,100,,Tulare,2,7,0
CA4500081,LAZY LANDING MOBILE HOME PARK,Region 9,California,Community water system,250,,Shasta,3,4,11
CA3010097,MIDWAY CITY MUTUAL WC,Region 9,California,Community water system,"1,257",MIDWAY CITY,Orange,5,13,8
CA5402041,PENNY WISE MOTEL,Region 9,California,Transient non-community system,25,,Tulare,4,18,4
CA5403126,FAMILY EDUCATION CENTER,Region 9,California,Non-Transient non-community system,145,,Tulare,3,12,1
CA5400638,SIERRA SCHOOL,Region 9,California,Non-Transient non-community system,40,,Tulare,3,22,10
CA5400636,OROSI HIGH SCHOOL,Region 9,California,Non-Transient non-community system,900,,Tulare,4,26,2
CA5403131,SUNNY ACRES WATER SYSTEM,Region 9,California,Non-Transient non-community system,80,,Tulare,2,4,0
CA1000513,KINGDOM HALL OF JEHOVAH S WITNESSES,Region 9,California,Transient non-community system,25,,Fresno,4,13,8
CA4500093,RED HILL MOBILEHOME PARK,Region 9,California,Community water system,45,,Shasta,3,5,5
CA4500098,ANDERSON MOBILE HOME PARK,Region 9,California,Community water system,45,,Shasta,4,5,7
CA4500102,BEAR MOUNTAIN RV RESORT,Region 9,California,Transient non-community system,335,,Shasta,7,4,10
CA4500104,SUNRISE MOBILEHOME PARK,Region 9,California,Community water system,25,,Shasta,3,8,8
CA4500083,PG&E - MCCUMBER CAMPGROUND,Region 9,California,Transient non-community system,50,,Shasta,2,2,5
CA4500084,MCARTHUR MOBILEHOME PARK,Region 9,California,Community water system,99,,Shasta,7,12,8
CA4500089,PINE RIDGE PARK ESTATES,Region 9,California,Community water system,75,,Shasta,2,6,6
CA4500091,BIG BEND MOBILE ESTATES,Region 9,California,Transient non-community system,35,,Shasta,7,6,6
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,276,,Fresno,8,3,16
CA1910154,CITY OF SOUTH PASADENA,Region 9,California,Community water system,"25,619",SOUTH PASADENA,Los Angeles,20,3,17
CA2310310,CSP-STANDISH HICKEY STATE REC AREA,Region 9,California,Transient non-community system,5,,Mendocino,3,4,3
CA5103007,HAPPY TIME,Region 9,California,Transient non-community system,40,,Sutter,4,4,12
CA5602301,SANTA MONICA MT. REC AREA - CIRCLE X,Region 9,California,Transient non-community system,30,,Ventura,3,3,9
CA4410014,SAN LORENZO VALLEY WATER DIST,Region 9,California,Community water system,"19,000",,Santa Cruz,50,6,22
CA4901342,PADMASAMBHAVA PEACE INSTITUTE,Region 9,California,Transient non-community system,262,,Sonoma,2,3,2
CA3100106,GOLD RUN RECREATION ENTERPRISES,Region 9,California,Transient non-community system,100,,Placer,3,1,2
CA5200527,HUNTER'S FISHING RESORT,Region 9,California,Community water system,50,,Tehama,7,6,0
CA5700752,K 76 - RD 102,Region 9,California,Transient non-community system,71,,Yolo,4,6,6
CA4410002,SLVWD - FELTON WATER SYSTEM,Region 9,California,Community water system,"4,340",,Santa Cruz,12,7,23
CA3700935,WILDERNESS GARDENS PRESERVE,Region 9,California,Transient non-community system,500,,San Diego,6,5,0
CA4200731,ALEGRIA MWC,Region 9,California,Community water system,54,,Santa Barbara,7,1,3
CA4200963,CHISAN ORCHIDS NURSERY,Region 9,California,Non-Transient non-community system,35,,Santa Barbara,1,0,1
CA3601174,DESERT STAR RANCH,Region 9,California,Transient non-community system,500,,San Bernardino,1,0,0
CA2700589,GLENN AVE WS #01,Region 9,California,Community water system,78,,Monterey,2,17,10
CA2700594,HIDDEN VALLEY WA,Region 9,California,Community water system,51,,Monterey,3,18,10
CA2700606,HIDDEN VIEWS MHP WS,Region 9,California,Community water system,75,,Monterey,3,32,10
CA2700612,LAGUNA SECA WC,Region 9,California,Community water system,162,,Monterey,5,20,9
CA2700613,LAGUNITA SCHOOL WS,Region 9,California,Non-Transient non-community system,60,,Monterey,4,0,4
CA2100551,TONY S SEAFOOD RESTAURANT,Region 9,California,Transient non-community system,103,,Marin,5,2,4
CA2700629,MANZANITA HILLS WA,Region 9,California,Community water system,75,,Monterey,5,13,6
CA2700634,CHETMOORE ACRES WA,Region 9,California,Community water system,50,,Monterey,3,15,8
CA2700656,MORO COJO MWA,Region 9,California,Community water system,67,,Monterey,8,26,10
CA1000111,PINE RIDGE SCHOOL,Region 9,California,Non-Transient non-community system,99,,Fresno,3,4,8
CA5700727,CORNER STORE,Region 9,California,Transient non-community system,40,,Yolo,3,1,3
CA5700728,GUINDA COMMONS,Region 9,California,Transient non-community system,30,,Yolo,3,9,11
CA2000260,COARSEGOLD SELF SERVE (SHELL),Region 9,California,Transient non-community system,40,,Madera,12,3,7
CA2000724,SA#14 CHUK CHANSE SUBDIVISION,Region 9,California,Community water system,100,,Madera,18,0,8
CA5400984,SUCCESS MARKET,Region 9,California,Transient non-community system,25,,Tulare,3,25,5
CA5403201,WIEBE FARMS,Region 9,California,Non-Transient non-community system,25,,Tulare,2,0,0
CA1000156,BSA/CAMP OLJATO,Region 9,California,Transient non-community system,250,,Fresno,6,25,7
CA5400544,ALLENSWORTH CSD,Region 9,California,Community water system,400,,Tulare,5,27,7
CA1100102,"SYNGENTA SEEDS, INC.",Region 9,California,Non-Transient non-community system,35,,Glenn,2,0,0
CA5500190,WAGNER TRACT IMPROVEMENT ASSOC,Region 9,California,Transient non-community system,30,,Tuolumne,4,2,4
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",Region 9,California,Community water system,"11,016",SIGNAL HILL,Los Angeles,25,3,24
CA2000832,SKP PARK OF THE SIERRAS INC,Region 9,California,Community water system,275,,Madera,18,0,10
CA1700650,JELLYSTONE PARK RV AND CAMP RESORT,Region 9,California,Transient non-community system,200,,Lake,3,11,2
CA1500296,FULLER ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,640,,Kern,5,12,5
CA3701893,DUDLEY'S BAKERY,Region 9,California,Transient non-community system,"1,000",,,0,0,0
CA5700741,UNITED TRAVEL PLAZA,Region 9,California,Transient non-community system,200,,Yolo,3,6,10
CA5700763,ELKHORN REGIONAL PARK,Region 9,California,Transient non-community system,30,,Yolo,3,0,4
CA2000275,CHILDREN'S HOSPITAL CENTRAL CALIF,Region 9,California,Non-Transient non-community system,"2,500",,Madera,26,4,4
CA2000503,BATTERSON WORK CENTER (WATER),Region 9,California,Transient non-community system,30,,Madera,12,5,7
CA2000505,LUPINE WATER SYSTEM,Region 9,California,Transient non-community system,"1,340",,Madera,17,11,5
CA1600249,DEL MONTE FOODS PLANT #24,Region 9,California,Non-Transient non-community system,750,,Kings,7,5,8
CA1600255,OVERLAND STOCKYARD,Region 9,California,Transient non-community system,25,,Kings,5,10,13
CA1600258,KINGS COUNTRY CLUB,Region 9,California,Transient non-community system,50,,Kings,5,4,11
CA1600290,LA FUENTE MARKET II(WA),Region 9,California,Transient non-community system,25,,Kings,3,3,6
CA2000293,MD#46 AHWAHNEE RESORTS,Region 9,California,Community water system,300,,Madera,26,25,8
CA2000508,CALVIN CREST CONFERENCE CENTER,Region 9,California,Transient non-community system,200,,Madera,31,1,7
CA2000352,MADERA IRRIGATION DISTRICT,Region 9,California,Non-Transient non-community system,40,,Madera,21,5,8
CA2000377,P.A.M - OFFICE,Region 9,California,Non-Transient non-community system,43,,Madera,16,4,8
CA1600050,CENTRAL VALLEY MEAT CO INC,Region 9,California,Non-Transient non-community system,280,,Kings,9,16,4
CA1600601,KWRA MRF,Region 9,California,Non-Transient non-community system,53,,Kings,6,18,6
CA0500097,CUSD DISTRICT OFFICE,Region 9,California,Non-Transient non-community system,100,,Calaveras,1,9,7
CA0706106,LITTORNO & PANFILI WATER SYSTEM,Region 9,California,Transient non-community system,60,,Contra Costa,4,0,6
CA0706105,D ANNA YACHT CENTER,Region 9,California,Transient non-community system,30,,Contra Costa,4,8,6
CA0706102,BAY STANDARDS,Region 9,California,Non-Transient non-community system,35,,Contra Costa,3,2,8
CA0706112,EBRPD ROUND VALLEY WATER SYSTEM,Region 9,California,Transient non-community system,65,,Contra Costa,5,0,10
CA0708004,BRENTWOOD CREEK FARM,Region 9,California,Non-Transient non-community system,45,,Contra Costa,4,6,17
CA0706110,BYRON AIRPORT,Region 9,California,Transient non-community system,35,,Contra Costa,4,2,5
CA0708006,CECCHINI WATER,Region 9,California,Transient non-community system,35,,Contra Costa,5,6,12
CA0707623,MCCOSKER RANCH,Region 9,California,Community water system,90,,Contra Costa,3,11,6
CA0706111,EBRPD LITTLE HILLS,Region 9,California,Transient non-community system,50,,Contra Costa,4,0,15
CA0701988,HOLY CROSS CEMETERY,Region 9,California,Transient non-community system,100,,Contra Costa,4,0,5
CA0702185,SUES SWIM SCHOOL,Region 9,California,Transient non-community system,30,,Contra Costa,4,0,12
CA0701706,LOS VAQUEROS MARINA BLDG,Region 9,California,Transient non-community system,50,,Contra Costa,4,0,17
CA0701707,LOS VAQUEROS INTERPRETIVE CENTER,Region 9,California,Transient non-community system,100,,Contra Costa,4,0,10
CA3901387,STOCKTON BAPTIST CHURCH,Region 9,California,Non-Transient non-community system,25,,San Joaquin,2,20,78
CA3900849,LODI USD-LIVE OAK SCHOOL,Region 9,California,Non-Transient non-community system,100,,San Joaquin,4,9,24
CA3901368,OM SCOTT & SONS/HYPONEX CORP,Region 9,California,Non-Transient non-community system,50,,San Joaquin,4,9,52
CA5700764,SYNGENTA SEEDS INC,Region 9,California,Non-Transient non-community system,40,,Yolo,4,3,8
CA5700788,NORTH DAVIS MEADOWS,Region 9,California,Community water system,314,,Yolo,5,1,4
CA5700797,MONROE/LEINBERGER CNTR - WATERS,Region 9,California,Community water system,800,,Yolo,3,1,10
CA5700816,WEST VALLEY BAPTIST CHURCH,Region 9,California,Transient non-community system,150,,Yolo,3,1,2
CA1600602,NICHOLS FARMS,Region 9,California,Non-Transient non-community system,70,,Kings,2,2,5
CA1600605,BAKER COMMODITIES INC.,Region 9,California,Non-Transient non-community system,47,,Kings,3,15,2
CA2000938,PACIFIC ETHANOL MADERA LLC,Region 9,California,Non-Transient non-community system,26,,Madera,18,0,3
CA0706005,FARRAR PARK PROPERTY OWNERS,Region 9,California,Community water system,140,,Contra Costa,3,4,15
CA0706007,VILLA DE GUADALUPE,Region 9,California,Community water system,26,,Contra Costa,2,17,39
CA0706027,ORIN ALLEN YOUTH REHAB FACILITY,Region 9,California,Non-Transient non-community system,300,,Contra Costa,3,14,16
CA0706028,KNIGHTSEN ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,600,,Contra Costa,4,11,28
