"","PWS.ID","PWS.Name.x","Counties.Served.x","PWS.Type.2015","PWS.Name.y","PWS.Type","Counties.Served.y"
"857","CA3600389","SUNRISE MHP","San Bernardino","Transient non-community system",NA,NA,NA
"858","CA0900403","EDCOE OBSERVATORY","El Dorado","Transient non-community system",NA,NA,NA
"859","CA3700213","PALOMAR ARTESIAN SPRINGS-SYS 6","San Diego","Transient non-community system",NA,NA,NA
"860","CA2800749","KENT RASMUSSEN WINERY","Napa","Transient non-community system",NA,NA,NA
"861","CA2800719","MUND S MOBILE HOME PARK","Napa","Transient non-community system",NA,NA,NA
"862","CA3301696","UPPER SAN JUAN CAMPGROUND-USFS","Riverside","Transient non-community system",NA,NA,NA
"863","CA3301677","SUNLIGHT BOWLING CENTER","Riverside","Transient non-community system",NA,NA,NA
"864","CA3301888","KONO RANCH #2","Riverside","Transient non-community system",NA,NA,NA
"865","CA3600063","CAMP ANGELUS TR LAND ASSN","San Bernardino","Transient non-community system",NA,NA,NA
"866","CA2000643","FRUTEC/GRAPECO-CLOSED","Madera","Community water system",NA,NA,NA
"867","CA1400151","GUS' WATER","Inyo","Transient non-community system",NA,NA,NA
